data_pasto;tbs;ur;tgn;tpo
10/31/2016 21:29:7;19460;77235;19674;15415
10/31/2016 21:44:7;19389;77703;19674;15432
10/31/2016 21:59:7;19294;78335;19603;15456
10/31/2016 22:14:7;19341;78543;19936;15541
10/31/2016 22:29:7;19318;78538;19865;15517
10/31/2016 22:44:7;19175;78903;19627;15444
10/31/2016 22:59:7;19127;79485;19746;15503
10/31/2016 23:14:7;18866;79542;18699;15258
10/31/2016 23:29:7;18794;80200;19603;15306
10/31/2016 23:44:7;18889;80417;20055;15438
10/31/2016 23:59:7;18937;80259;20174;15456
11/01/2016 00:14:7;18913;80170;20198;15417
11/01/2016 00:29:7;18937;80006;20317;15411
11/01/2016 00:44:7;18961;79759;20317;15390
11/01/2016 00:59:7;18985;79960;20388;15449
11/01/2016 01:14:7;18913;79636;20293;15321
11/01/2016 01:29:7;18747;79741;19888;15178
11/01/2016 01:44:7;18604;80215;19793;15123
11/01/2016 01:59:7;18485;80357;19627;15032
11/01/2016 02:14:7;18366;80583;19484;14956
11/01/2016 02:29:7;18461;80744;19841;15077
11/01/2016 02:44:7;18438;80683;19722;15043
11/01/2016 02:59:7;18414;80845;19770;15048
11/01/2016 03:14:7;18414;80957;19793;15068
11/01/2016 03:29:7;18366;80891;19746;15010
11/01/2016 03:44:7;18176;80849;19318;14816
11/01/2016 03:59:7;18105;81224;19389;14812
11/01/2016 04:14:7;18176;81295;19555;14894
11/01/2016 04:29:7;18224;81333;19603;14948
11/01/2016 04:44:7;18224;81417;19603;14962
11/01/2016 04:59:7;18033;81653;19199;14817
11/01/2016 05:14:7;18033;81764;19365;14836
11/01/2016 05:29:7;18176;81712;19698;14967
11/01/2016 05:44:7;18889;81646;21533;15655
11/01/2016 05:59:7;19365;80631;21652;15941
11/01/2016 06:14:7;19318;80621;21413;15893
11/01/2016 06:29:7;20793;78592;;16966
11/01/2016 06:44:7;21390;74122;;16688
11/01/2016 06:59:7;21485;73590;;16674
11/01/2016 07:14:7;21628;73327;;16760
11/01/2016 07:29:7;22369;71541;;17110
11/01/2016 07:44:7;23400;68537;;17461
11/01/2016 07:59:7;24219;66106;;17699
11/01/2016 08:14:7;24412;64083;;17412
11/01/2016 08:29:7;24581;63868;;17522
11/01/2016 08:44:7;24944;60809;28593;17119
11/01/2016 08:59:7;24581;61519;27235;16953
11/01/2016 09:14:7;25162;59765;29265;17061
11/01/2016 09:29:7;25598;58967;29265;17266
11/01/2016 09:44:7;26573;54388;;16935
11/01/2016 09:59:7;26622;53826;31153;16821
11/01/2016 10:14:7;26769;54321;31714;17098
11/01/2016 10:29:7;27235;51815;31586;16800
11/01/2016 10:44:7;27776;49774;;16676
11/01/2016 10:59:7;27308;51123;;16660
11/01/2016 11:14:7;27727;50121;;16738
11/01/2016 11:29:7;28097;49687;;16944
11/01/2016 11:44:7;27751;49514;;16572
11/01/2016 11:59:7;28147;49275;;16859
11/01/2016 12:14:7;29040;46764;;16860
11/01/2016 12:29:7;28742;46532;;16510
11/01/2016 12:44:7;29015;45979;;16572
11/01/2016 12:59:7;29740;44231;;16622
11/01/2016 13:14:7;29590;44148;;16457
11/01/2016 13:29:7;29040;45427;33469;16406
11/01/2016 13:44:7;29115;44486;33678;16147
11/01/2016 13:59:7;29389;43993;37151;16221
11/01/2016 14:14:7;29840;42760;39234;16182
11/01/2016 14:29:7;29365;43366;34045;15973
11/01/2016 14:44:7;29215;44170;36851;16125
11/01/2016 14:59:7;29640;41945;37261;15699
11/01/2016 15:14:7;29490;44924;36335;16639
11/01/2016 15:29:7;28444;45323;34624;15829
11/01/2016 15:44:7;28891;44198;34916;15842
11/01/2016 15:59:7;28072;46158;33783;15775
11/01/2016 16:14:7;27875;46297;32898;15642
11/01/2016 16:29:7;27333;47203;34519;15448
11/01/2016 16:44:7;26720;50309;29590;15870
11/01/2016 16:59:7;25841;50481;;15113
11/01/2016 17:14:7;24895;55873;30697;15785
11/01/2016 17:29:7;23954;57631;23400;15374
11/01/2016 17:44:7;23497;59321;23232;15380
11/01/2016 17:59:7;23112;63925;24050;16141
11/01/2016 18:14:7;22657;66135;;16216
11/01/2016 18:29:7;22106;69134;;16349
11/01/2016 18:44:7;21581;70423;;16118
11/01/2016 18:59:7;21151;71252;;15877
11/01/2016 19:14:7;21103;72964;36579;16180
11/01/2016 19:29:7;20722;72686;20817;15756
11/01/2016 19:44:7;20174;73826;28270;15453
11/01/2016 19:59:7;19817;74418;;15224
11/01/2016 20:14:7;19603;74951;;15119
11/01/2016 20:29:7;19389;75595;;15036
11/01/2016 20:44:7;19175;76066;;14917
11/01/2016 20:59:7;19008;76716;;14878
11/01/2016 21:14:7;18913;77888;;15003
11/01/2016 21:29:7;18723;78526;;14935
11/01/2016 21:44:7;18533;78458;;14737
11/01/2016 21:59:7;18390;79075;17843;14710
11/01/2016 22:14:7;18271;79695;17677;14705
11/01/2016 22:29:7;18129;79973;17701;14615
11/01/2016 22:44:7;18105;80499;18176;14685
11/01/2016 22:59:7;18057;80684;18533;14671
11/01/2016 23:14:7;18033;81013;18675;14705
11/01/2016 23:29:7;18033;81236;19056;14744
11/01/2016 23:44:7;18033;81431;19080;14778
11/01/2016 23:59:7;17986;81698;19246;14778
11/02/2016 00:14:7;18152;81707;19603;14943
11/02/2016 00:29:7;18010;81648;19318;14793
11/02/2016 00:44:7;17962;81915;19270;14792
11/02/2016 00:59:7;18010;82036;19436;14860
11/02/2016 01:14:7;17843;82166;19222;14719
11/02/2016 01:29:7;17867;82226;19413;14753
11/02/2016 01:44:7;17701;82162;19175;14578
11/02/2016 01:59:7;17677;82212;19175;14564
11/02/2016 02:14:7;17938;82131;19722;14806
11/02/2016 02:29:7;18081;82052;19793;14933
11/02/2016 02:44:7;18010;82036;19555;14860
11/02/2016 02:59:7;17938;82187;19532;14816
11/02/2016 03:14:7;18010;82313;19674;14908
11/02/2016 03:29:7;18081;82163;19888;14952
11/02/2016 03:44:7;18176;82045;34334;15025
11/02/2016 03:59:7;18200;81856;22250;15015
11/02/2016 04:14:7;18176;81851;22705;14991
11/02/2016 04:29:7;18271;81955;22944;15102
11/02/2016 04:44:7;18319;81994;23256;15156
11/02/2016 04:59:7;18390;81954;24219;15219
11/02/2016 05:14:7;18438;81909;23569;15257
11/02/2016 05:29:7;18580;81773;24146;15374
11/02/2016 05:44:7;19103;81135;25647;15774
11/02/2016 05:59:7;19651;80019;26793;16111
11/02/2016 06:14:7;20317;78152;28048;16420
11/02/2016 06:29:7;21413;74590;28866;16804
11/02/2016 06:44:7;22537;70925;27801;17143
11/02/2016 06:59:7;23569;64486;;16706
11/02/2016 07:14:7;23256;65849;;16723
11/02/2016 07:29:7;21772;69811;;16172
11/02/2016 07:44:7;21724;71301;;16439
11/02/2016 07:59:7;22178;68673;;16319
11/02/2016 08:14:7;23280;65071;;16567
11/02/2016 08:29:7;24460;60148;;16497
11/02/2016 08:44:7;24847;57859;32150;16271
11/02/2016 08:59:7;24871;57987;31765;16327
11/02/2016 09:14:7;24702;58333;31179;16259
11/02/2016 09:29:7;25477;54798;33079;16031
11/02/2016 09:44:7;26304;53655;36039;16477
11/02/2016 09:59:7;27063;49296;35609;15871
11/02/2016 10:14:7;27407;48343;36308;15885
11/02/2016 10:29:7;28048;47162;;16087
11/02/2016 10:44:7;28369;47591;;16522
11/02/2016 10:59:7;28468;48089;;16775
11/02/2016 11:14:7;29040;46373;;16729
11/02/2016 11:29:7;29165;45016;;16377
11/02/2016 11:44:7;29190;45804;;16671
11/02/2016 11:59:7;29490;44169;;16374
11/02/2016 12:14:7;29740;42617;;16039
11/02/2016 12:29:7;29490;42556;;15791
11/02/2016 12:44:7;29414;43602;;16103
11/02/2016 12:59:7;29865;42334;;16047
11/02/2016 13:14:7;29865;42466;;16096
11/02/2016 13:29:7;30091;42689;;16382
11/02/2016 13:44:7;30066;41230;;15812
11/02/2016 13:59:7;29966;40820;;15566
11/02/2016 14:14:7;30343;40661;;15842
11/02/2016 14:29:7;30192;41177;;15905
11/02/2016 14:44:7;30192;41840;;16156
11/02/2016 14:59:7;29790;40070;;15118
11/02/2016 15:14:7;29740;42187;;15880
11/02/2016 15:29:7;29340;42473;;15625
11/02/2016 15:44:7;29040;43822;;15844
11/02/2016 15:59:7;28941;45644;;16390
11/02/2016 16:14:7;28295;47322;;16366
11/02/2016 16:29:7;27554;49038;;16241
11/02/2016 16:44:7;26012;51363;;15536
11/02/2016 16:59:7;25428;53343;;15574
11/02/2016 17:14:7;24629;55553;28171;15449
11/02/2016 17:29:7;23689;58117;27235;15252
11/02/2016 17:44:7;23136;60001;27998;15213
11/02/2016 17:59:7;22729;60793;29315;15025
11/02/2016 18:14:7;22369;63529;26965;15342
11/02/2016 18:29:7;21772;67174;;15602
11/02/2016 18:44:7;21533;68822;;15732
11/02/2016 18:59:7;21175;70113;;15663
11/02/2016 19:14:7;20865;71052;;15560
11/02/2016 19:29:7;20746;73011;;15844
11/02/2016 19:44:7;20555;73582;;15774
11/02/2016 19:59:7;20531;74156;;15864
11/02/2016 20:14:7;20317;74892;;15800
11/02/2016 20:29:7;20055;75213;;15609
11/02/2016 20:44:7;19793;75734;;15455
11/02/2016 20:59:7;19722;76377;;15508
11/02/2016 21:14:7;19865;76578;;15685
11/02/2016 21:29:7;19722;76063;;15448
11/02/2016 21:44:7;19627;76129;;15368
11/02/2016 21:59:7;19579;76776;;15444
11/02/2016 22:14:7;19555;77340;;15527
11/02/2016 22:29:7;19532;77534;;15540
11/02/2016 22:44:7;19460;77803;;15520
11/02/2016 22:59:7;19508;77870;;15579
11/02/2016 23:14:7;19436;77912;;15517
11/02/2016 23:29:7;19389;78638;;15605
11/02/2016 23:44:7;19341;79136;;15649
11/02/2016 23:59:7;19318;79469;;15686
11/03/2016 00:14:7;19413;79518;;15788
11/03/2016 00:29:7;19460;79922;;15907
11/03/2016 00:44:7;19484;80264;;15992
11/03/2016 00:59:7;19532;80302;;16045
11/03/2016 01:14:7;19508;80297;;16021
11/03/2016 01:29:7;19460;80399;;15993
11/03/2016 01:44:7;19460;80820;;16068
11/03/2016 01:59:7;19484;80965;;16117
11/03/2016 02:14:7;19508;81055;;16156
11/03/2016 02:29:7;19508;80802;;16111
11/03/2016 02:44:7;19294;80840;;15909
11/03/2016 02:59:7;19270;81087;;15929
11/03/2016 03:14:7;19127;81279;;15823
11/03/2016 03:29:7;19127;81559;;15872
11/03/2016 03:44:7;19175;81736;;15950
11/03/2016 03:59:7;19080;81911;;15887
11/03/2016 04:14:7;19246;82087;;16081
11/03/2016 04:29:7;19365;81946;;16173
11/03/2016 04:44:7;19484;82000;;16299
11/03/2016 04:59:7;19318;82019;;16139
11/03/2016 05:14:7;19246;81975;;16062
11/03/2016 05:29:7;19246;81668;;16008
11/03/2016 05:44:7;19246;81696;;16013
11/03/2016 05:59:7;19389;81728;;16158
11/03/2016 06:14:7;19912;81282;;16593
11/03/2016 06:29:7;20436;79396;;16765
11/03/2016 06:44:7;20555;78713;;16756
11/03/2016 06:59:7;20865;78010;;16927
11/03/2016 07:14:7;21199;77194;;17099
11/03/2016 07:29:7;21533;76803;;17349
11/03/2016 07:44:7;22011;76124;;17683
11/03/2016 07:59:7;22154;75605;;17721
11/03/2016 08:14:7;22298;76614;;18056
11/03/2016 08:29:7;23713;72265;;18556
11/03/2016 08:44:7;23785;71129;;18388
11/03/2016 08:59:7;22944;73758;;18119
11/03/2016 09:14:7;22848;74263;;18128
11/03/2016 09:29:7;24195;71088;;18773
11/03/2016 09:44:7;25283;66683;;18846
11/03/2016 09:59:7;25137;67260;;18838
11/03/2016 10:14:7;24557;68925;19698;18654
11/03/2016 10:29:7;24750;67553;22489;18534
11/03/2016 10:44:7;24847;66818;24750;18461
11/03/2016 10:59:7;24026;71617;21724;18722
11/03/2016 11:14:7;23665;73635;20222;18791
11/03/2016 11:29:7;24702;70173;28568;19065
11/03/2016 11:44:7;25065;68298;27949;19002
11/03/2016 11:59:7;25307;67591;28048;19075
11/03/2016 12:14:7;24388;70946;25525;18929
11/03/2016 12:29:7;23184;74533;22106;18508
11/03/2016 12:44:7;22441;76153;22321;18107
11/03/2016 12:59:7;23593;76125;27801;19219
11/03/2016 13:14:7;24653;69718;30824;18920
11/03/2016 13:29:7;25355;68110;29165;19238
11/03/2016 13:44:7;25404;65616;28419;18716
11/03/2016 13:59:7;25817;65140;28568;18998
11/03/2016 14:14:7;27038;62254;32407;19458
11/03/2016 14:29:7;27431;58407;33574;18840
11/03/2016 14:44:7;27505;58043;33001;18812
11/03/2016 14:59:7;26061;59379;23737;17807
11/03/2016 15:14:7;25089;61938;25137;17536
11/03/2016 15:29:7;25089;62764;25477;17738
11/03/2016 15:44:7;25210;63120;25186;17939
11/03/2016 15:59:7;25137;63322;22513;17919
11/03/2016 16:14:7;24774;64144;20174;17771
11/03/2016 16:29:7;24243;65779;24750;17647
11/03/2016 16:44:7;23689;67574;24050;17524
11/03/2016 16:59:7;23352;68916;23232;17497
11/03/2016 17:14:7;22824;70242;22298;17276
11/03/2016 17:29:7;22178;71358;21485;16888
11/03/2016 17:44:7;21915;72420;;16853
11/03/2016 17:59:7;21604;72157;21008;16500
11/03/2016 18:14:7;21318;73818;20698;16558
11/03/2016 18:29:7;21175;74427;20698;16541
11/03/2016 18:44:7;20674;74992;19960;16166
11/03/2016 18:59:7;20269;76174;;16001
11/03/2016 19:14:7;20031;77296;19318;15982
11/03/2016 19:29:7;19722;78056;18961;15822
11/03/2016 19:44:7;19460;78398;;15630
11/03/2016 19:59:7;19270;78782;18604;15515
11/03/2016 20:14:7;19199;78654;18723;15422
11/03/2016 20:29:7;19008;79319;18390;15357
11/03/2016 20:44:7;18889;79800;18247;15328
11/03/2016 20:59:7;18889;80333;18390;15423
11/03/2016 21:14:7;18818;80429;18247;15370
11/03/2016 21:29:7;18699;80655;18010;15294
11/03/2016 21:44:7;18699;81047;18176;15363
11/03/2016 21:59:7;18842;81133;18271;15518
11/03/2016 22:14:7;18937;81350;18319;15649
11/03/2016 22:29:7;18889;81423;18200;15615
11/03/2016 22:44:7;18771;81592;18010;15529
11/03/2016 22:59:7;18794;81820;18033;15592
11/03/2016 23:14:7;18937;82130;18295;15786
11/03/2016 23:29:7;18937;82019;18343;15766
11/03/2016 23:44:7;18699;81744;17938;15485
11/03/2016 23:59:7;18461;81775;17605;15258
11/04/2016 00:14:7;18485;82225;17724;15359
11/04/2016 00:29:7;18699;82355;18057;15591
11/04/2016 00:44:7;18652;82261;17938;15528
11/04/2016 00:59:7;18485;82169;17677;15349
11/04/2016 01:14:7;18366;82393;17463;15271
11/04/2016 01:29:7;18271;82538;17391;15203
11/04/2016 01:44:7;18129;82672;17201;15086
11/04/2016 01:59:7;18033;82817;17130;15017
11/04/2016 02:14:7;17938;82879;16963;14934
11/04/2016 02:29:7;17986;83000;17130;15002
11/04/2016 02:44:7;17891;82951;16963;14900
11/04/2016 02:59:7;17915;83011;16939;14934
11/04/2016 03:14:7;17938;83127;16963;14977
11/04/2016 03:29:7;18105;83164;17201;15147
11/04/2016 03:44:7;18152;83175;17249;15195
11/04/2016 03:59:7;18366;83195;17653;15409
11/04/2016 04:14:7;18414;83123;17558;15443
11/04/2016 04:29:7;18438;83128;17558;15467
11/04/2016 04:44:7;18319;83157;17320;15356
11/04/2016 04:59:7;18247;83196;17225;15292
11/04/2016 05:14:7;18271;83285;17320;15331
11/04/2016 05:29:7;18628;83226;18414;15671
11/04/2016 05:44:7;18937;82741;18652;15891
11/04/2016 05:59:7;19294;82320;19365;16168
11/04/2016 06:14:7;19579;81518;20150;16308
11/04/2016 06:29:7;19698;81012;20174;16335
11/04/2016 06:44:7;20913;76935;22848;16771
11/04/2016 06:59:7;21318;75869;22585;16961
11/04/2016 07:14:7;21700;74270;22872;17018
11/04/2016 07:29:7;21939;73242;22705;17043
11/04/2016 07:44:7;22848;70659;24919;17387
11/04/2016 07:59:7;23497;67958;25040;17425
11/04/2016 08:14:7;24026;67095;27259;17739
11/04/2016 08:29:7;24774;63810;27998;17691
11/04/2016 08:44:7;24968;63080;27677;17700
11/04/2016 08:59:7;25744;60629;28816;17829
11/04/2016 09:14:7;25890;59786;29190;17752
11/04/2016 09:29:7;26769;55645;31561;17470
11/04/2016 09:44:7;27751;55882;33730;18452
11/04/2016 09:59:7;27702;54327;32330;17967
11/04/2016 10:14:7;28245;52080;33495;17813
11/04/2016 10:29:7;28766;50418;33835;17787
11/04/2016 10:44:7;29090;50009;35395;17957
11/04/2016 10:59:7;28568;49523;33079;17324
11/04/2016 11:14:7;28965;48734;35609;17438
11/04/2016 11:29:7;29490;47145;36715;17397
11/04/2016 11:44:7;30041;46037;38700;17525
11/04/2016 11:59:7;30318;44199;37838;17134
11/04/2016 12:14:7;30217;43529;36579;16802
11/04/2016 12:29:7;30697;44506;37728;17586
11/04/2016 12:44:7;29590;45263;33469;16848
11/04/2016 12:59:7;30217;44187;36742;17039
11/04/2016 13:14:7;31001;42194;37755;17016
11/04/2016 13:29:7;30646;43643;37535;17231
11/04/2016 13:44:7;30672;42224;36308;16731
11/04/2016 13:59:7;30545;42376;35716;16674
11/04/2016 14:14:7;29865;43653;29865;16529
11/04/2016 14:29:7;29215;44924;;16390
11/04/2016 14:44:7;30142;43948;;16885
11/04/2016 14:59:7;30571;43371;;17063
11/04/2016 15:14:7;29865;43785;;16576
11/04/2016 15:29:7;28816;46216;;16472
11/04/2016 15:44:7;29690;44488;;16668
11/04/2016 15:59:7;29240;45679;;16674
11/04/2016 16:14:7;28394;46197;;16081
11/04/2016 16:29:7;27998;47447;;16136
11/04/2016 16:44:7;26769;54700;;17206
11/04/2016 16:59:7;25598;57631;;16915
11/04/2016 17:14:7;24412;60786;;16612
11/04/2016 17:29:7;23400;62882;;16167
11/04/2016 17:44:7;22681;64034;;15756
11/04/2016 17:59:7;22106;65350;;15513
11/04/2016 18:14:7;21676;66681;;15402
11/04/2016 18:29:7;21342;68433;;15465
11/04/2016 18:44:7;20889;68558;;15058
11/04/2016 18:59:7;20674;71016;;15369
11/04/2016 19:14:7;20484;72524;;15493
11/04/2016 19:29:7;20293;73820;;15567
11/04/2016 19:44:7;20055;74581;;15486
11/04/2016 19:59:7;19841;75400;;15437
11/04/2016 20:14:7;19651;76134;;15392
11/04/2016 20:29:7;19389;76395;;15188
11/04/2016 20:44:7;19270;77594;;15296
11/04/2016 20:59:7;19151;78673;;15379
11/04/2016 21:14:7;19008;79150;;15327
11/04/2016 21:29:7;18818;79812;;15260
11/04/2016 21:44:7;18652;79833;;15101
11/04/2016 21:59:7;18509;80139;;15016
11/04/2016 22:14:7;18414;80398;;14969
11/04/2016 22:29:7;18319;80992;;14981
11/04/2016 22:44:7;18343;81303;;15059
11/04/2016 22:59:7;18271;81344;;14996
11/04/2016 23:14:7;18461;81079;;15136
11/04/2016 23:29:7;18604;81082;;15276
11/04/2016 23:44:7;18818;81017;;15474
11/04/2016 23:59:7;18913;80786;;15526
11/05/2016 00:14:7;18913;80422;;15462
11/05/2016 00:29:7;18842;79986;;15314
11/05/2016 00:44:7;18913;80170;;15417
11/05/2016 00:59:7;18747;80358;;15288
11/05/2016 01:14:7;18747;80526;;15318
11/05/2016 01:29:7;18699;80404;;15249
11/05/2016 01:44:7;18604;80607;;15192
11/05/2016 01:59:7;18414;80845;;15048
11/05/2016 02:14:7;18438;81380;;15165
11/05/2016 02:29:7;18343;81387;;15073
11/05/2016 02:44:7;18438;81296;;15151
11/05/2016 02:59:7;18485;81223;;15184
11/05/2016 03:14:7;18509;81061;;15179
11/05/2016 03:29:7;18509;81340;;15228
11/05/2016 03:44:7;18366;81225;;15068
11/05/2016 03:59:7;18414;81291;;15127
11/05/2016 04:14:7;18295;81377;;15025
11/05/2016 04:29:7;18295;81432;;15035
11/05/2016 04:44:7;18200;81439;;14943
11/05/2016 04:59:7;18057;81491;;14812
11/05/2016 05:14:7;18057;81714;;14851
11/05/2016 05:29:7;18224;81639;;15001
11/05/2016 05:44:7;18533;80843;;15164
11/05/2016 05:59:7;19508;79538;;15885
11/05/2016 06:14:7;19341;79136;;15649
11/05/2016 06:29:7;20317;75754;;15967
11/05/2016 06:44:7;20603;75035;;16105
11/05/2016 06:59:7;20841;73986;;16130
11/05/2016 07:14:7;21676;70323;;16189
11/05/2016 07:29:7;22321;68966;;16520
11/05/2016 07:44:7;22800;68043;;16778
11/05/2016 07:59:7;22872;67608;;16751
11/05/2016 08:14:7;23088;65219;;16418
11/05/2016 08:29:7;23833;63743;;16782
11/05/2016 08:44:7;23737;63758;;16694
11/05/2016 08:59:7;24605;61124;;16878
11/05/2016 09:14:7;25525;57776;;16885
11/05/2016 09:29:7;26182;55308;;16830
11/05/2016 09:44:7;26573;56338;;17479
11/05/2016 09:59:7;27481;50506;;16630
11/05/2016 10:14:7;26989;53909;;17186
11/05/2016 10:29:7;27481;51210;;16845
11/05/2016 10:44:7;28766;48450;;17164
11/05/2016 10:59:7;28369;50719;;17514
11/05/2016 11:14:7;28023;50192;;17033
11/05/2016 11:29:7;28891;49080;;17480
11/05/2016 11:44:7;29015;47671;;17138
11/05/2016 11:59:7;29540;46107;;17093
11/05/2016 12:14:7;29240;46006;;16786
11/05/2016 12:29:7;29966;45012;;17102
11/05/2016 12:44:7;29840;45030;;16995
11/05/2016 12:59:7;30950;44338;;17755
11/05/2016 13:14:7;28742;46142;;16379
11/05/2016 13:29:7;30041;42551;;16286
11/05/2016 13:44:7;30142;43685;;16790
11/05/2016 13:59:7;28345;45442;;15780
11/05/2016 14:14:7;30091;42920;;16467
11/05/2016 14:29:7;30621;43211;;17051
11/05/2016 14:44:7;30646;42553;;16831
11/05/2016 14:59:7;29040;44871;;16214
11/05/2016 15:14:7;29590;44935;;16734
11/05/2016 15:29:7;30217;44122;;17015
11/05/2016 15:44:7;28816;46802;;16668
11/05/2016 15:59:7;28841;46837;;16703
11/05/2016 16:14:7;28345;48138;;16677
11/05/2016 16:29:7;27063;50354;;16199
11/05/2016 16:44:7;26329;52264;;16096
11/05/2016 16:59:7;25768;55217;;16419
11/05/2016 17:14:7;24484;58703;;16151
11/05/2016 17:29:7;23737;60403;;15879
11/05/2016 17:44:7;23112;62288;;15751
11/05/2016 17:59:7;22753;62259;;15404
11/05/2016 18:14:7;22465;63666;;15465
11/05/2016 18:29:7;22274;66667;;15969
11/05/2016 18:44:7;21987;69674;;16350
11/05/2016 18:59:7;21294;72302;;16230
11/05/2016 19:14:7;20793;72351;;15757
11/05/2016 19:29:7;20341;73309;;15512
11/05/2016 19:44:7;20055;74293;;15430
11/05/2016 19:59:7;19841;74969;;15354
11/05/2016 20:14:7;19722;75949;;15426
11/05/2016 20:29:7;19579;76519;;15396
11/05/2016 20:44:7;19555;76857;;15436
11/05/2016 20:59:7;19484;77326;;15455
11/05/2016 21:14:7;19318;77972;;15413
11/05/2016 21:29:7;19127;78385;;15303
11/05/2016 21:44:7;18961;78886;;15232
11/05/2016 21:59:7;18794;79723;;15221
11/05/2016 22:14:7;18675;80426;;15230
11/05/2016 22:29:7;18675;80622;;15265
11/05/2016 22:44:7;18723;80716;;15328
11/05/2016 22:59:7;18723;80689;;15323
11/05/2016 23:14:7;18723;80633;;15313
11/05/2016 23:29:7;18747;80498;;15313
11/05/2016 23:44:7;18747;80190;;15258
11/05/2016 23:59:7;18818;80429;;15370
11/06/2016 00:14:7;18794;80424;;15346
11/06/2016 00:29:7;18771;80447;;15327
11/06/2016 00:44:7;18771;80587;;15352
11/06/2016 00:59:7;18699;80851;;15329
11/06/2016 01:14:7;18675;80958;;15324
11/06/2016 01:29:7;18628;81115;;15305
11/06/2016 01:44:7;18509;81312;;15223
11/06/2016 01:59:7;18533;81289;;15243
11/06/2016 02:14:7;18533;81401;;15262
11/06/2016 02:29:7;18390;81453;;15132
11/06/2016 02:44:7;18438;81631;;15209
11/06/2016 02:59:7;18390;81342;;15112
11/06/2016 03:14:7;18105;81613;;14880
11/06/2016 03:29:7;18010;82036;;14860
11/06/2016 03:44:7;18081;82163;;14952
11/06/2016 03:59:7;17962;82164;;14835
11/06/2016 04:14:7;17915;82265;;14806
11/06/2016 04:29:7;17962;82331;;14864
11/06/2016 04:44:7;17938;82298;;14835
11/06/2016 04:59:7;17701;82190;;14583
11/06/2016 05:14:7;17653;82373;;14568
11/06/2016 05:29:7;17772;82482;;14703
11/06/2016 05:44:7;18105;82556;;15043
11/06/2016 05:59:7;18485;81975;;15316
11/06/2016 06:14:7;19080;81660;;15843
11/06/2016 06:29:7;20317;77497;;16298
11/06/2016 06:44:7;21079;74986;;16558
11/06/2016 06:59:7;21581;72823;;16612
11/06/2016 07:14:7;21533;71382;;16272
11/06/2016 07:29:7;21223;71850;;16069
11/06/2016 07:44:7;21533;71236;;16241
11/06/2016 07:59:7;22705;68263;;16734
11/06/2016 08:14:7;23521;65323;;16854
11/06/2016 08:29:7;24122;65517;;17472
11/06/2016 08:44:7;24243;62778;;16940
11/06/2016 08:59:7;25016;61834;;17442
11/06/2016 09:14:7;25890;57800;;17233
11/06/2016 09:29:7;26012;58627;;17566
11/06/2016 09:44:7;26867;55376;;17486
11/06/2016 09:59:7;27751;55535;;18355
11/06/2016 10:14:7;28444;50761;;17596
11/06/2016 10:29:7;28023;52177;;17637
11/06/2016 10:44:7;27875;54034;;18044
11/06/2016 10:59:7;27998;51055;;17275
11/06/2016 11:14:7;28394;49404;;17127
11/06/2016 11:29:7;29565;48648;;17959
11/06/2016 11:44:7;28742;48770;;17244
