data_vaca;tbs;ur;tgn;tpo
11/01/16 11h14min7s;18.033;81.013;18.675;14.705
11/01/16 11h29min7s;18.033;81.236;19.056;14.744
11/01/16 11h44min7s;18.033;81.431;19.080;14.778
11/01/16 11h59min7s;17.986;81.698;19.246;14.778
11/02/16 12h14min7s;18.152;81.707;19.603;14.943
11/02/16 12h29min7s;18.010;81.648;19.318;14.793
11/02/16 12h44min7s;17.962;81.915;19.270;14.792
11/02/16 12h59min7s;18.010;82.036;19.436;14.860
11/02/16 01h14min7s;17.843;82.166;19.222;14.719
11/02/16 01h29min7s;17.867;82.226;19.413;14.753
11/02/16 01h44min7s;17.701;82.162;19.175;14.578
11/02/16 01h59min7s;17.677;82.212;19.175;14.564
11/02/16 02h14min7s;17.938;82.131;19.722;14.806
11/02/16 02h29min7s;18.081;82.052;19.793;14.933
11/02/16 02h44min7s;18.010;82.036;19.555;14.860
11/02/16 02h59min7s;17.938;82.187;19.532;14.816
11/02/16 03h14min7s;18.010;82.313;19.674;14.908
11/02/16 03h29min7s;18.081;82.163;19.888;14.952
11/02/16 03h44min7s;18.176;82.045;34.334;15.025
11/02/16 03h59min7s;18.200;81.856;22.250;15.015
11/02/16 04h14min7s;18.176;81.851;22.705;14.991
11/02/16 04h29min7s;18.271;81.955;22.944;15.102
11/02/16 04h44min7s;18.319;81.994;23.256;15.156
11/02/16 04h59min7s;18.390;81.954;24.219;15.219
11/02/16 05h14min7s;18.438;81.909;23.569;15.257
11/02/16 05h29min7s;18.580;81.773;24.146;15.374
11/02/16 05h44min7s;19.103;81.135;25.647;15.774
11/02/16 05h59min7s;19.651;80.019;26.793;16.111
11/02/16 06h14min7s;20.317;78.152;28.048;16.420
11/02/16 06h29min7s;21.413;74.590;28.866;16.804
11/02/16 06h44min7s;22.537;70.925;27.801;17.143
11/02/16 06h59min7s;23.569;64.486;;16.706
11/02/16 07h14min7s;23.256;65.849;;16.723
11/02/16 07h29min7s;21.772;69.811;;16.172
11/02/16 07h44min7s;21.724;71.301;;16.439
11/02/16 07h59min7s;22.178;68.673;;16.319
11/02/16 08h14min7s;23.280;65.071;;16.567
11/02/16 08h29min7s;24.460;60.148;;16.497
11/02/16 08h44min7s;24.847;57.859;32.150;16.271
11/02/16 08h59min7s;24.871;57.987;31.765;16.327
11/02/16 09h14min7s;24.702;58.333;31.179;16.259
11/02/16 09h29min7s;25.477;54.798;33.079;16.031
11/02/16 09h44min7s;26.304;53.655;36.039;16.477
11/02/16 09h59min7s;27.063;49.296;35.609;15.871
11/02/16 10h14min7s;27.407;48.343;36.308;15.885
11/02/16 10h29min7s;28.048;47.162;;16.087
11/02/16 10h44min7s;28.369;47.591;;16.522
11/02/16 10h59min7s;28.468;48.089;;16.775
11/02/16 11h14min7s;29.040;46.373;;16.729
11/02/16 11h29min7s;29.165;45.016;;16.377
11/02/16 11h44min7s;29.190;45.804;;16.671
11/02/16 11h59min7s;29.490;44.169;;16.374
11/02/16 12h14min7s;29.740;42.617;;16.039
11/02/16 12h29min7s;29.490;42.556;;15.791
11/02/16 12h44min7s;29.414;43.602;;16.103
11/02/16 12h59min7s;29.865;42.334;;16.047
11/02/16 01h14min7s;29.865;42.466;;16.096
11/02/16 01h29min7s;30.091;42.689;;16.382
11/02/16 01h44min7s;30.066;41.230;;15.812
11/02/16 01h59min7s;29.966;40.820;;15.566
11/02/16 02h14min7s;30.343;40.661;;15.842
11/02/16 02h29min7s;30.192;41.177;;15.905
11/02/16 02h44min7s;30.192;41.840;;16.156
11/02/16 02h59min7s;29.790;40.070;;15.118
11/02/16 03h14min7s;29.740;42.187;;15.880
11/02/16 03h29min7s;29.340;42.473;;15.625
11/02/16 03h44min7s;29.040;43.822;;15.844
11/02/16 03h59min7s;28.941;45.644;;16.390
11/02/16 04h14min7s;28.295;47.322;;16.366
11/02/16 04h29min7s;27.554;49.038;;16.241
11/02/16 04h44min7s;26.012;51.363;;15.536
11/02/16 04h59min7s;25.428;53.343;;15.574
11/02/16 05h14min7s;24.629;55.553;28.171;15.449
11/02/16 05h29min7s;23.689;58.117;27.235;15.252
11/02/16 05h44min7s;23.136;60.001;27.998;15.213
11/02/16 05h59min7s;22.729;60.793;29.315;15.025
11/02/16 06h14min7s;22.369;63.529;26.965;15.342
11/02/16 06h29min7s;21.772;67.174;;15.602
11/02/16 06h44min7s;21.533;68.822;;15.732
11/02/16 06h59min7s;21.175;70.113;;15.663
11/02/16 07h14min7s;20.865;71.052;;15.560
11/02/16 07h29min7s;20.746;73.011;;15.844
11/02/16 07h44min7s;20.555;73.582;;15.774
11/02/16 07h59min7s;20.531;74.156;;15.864
11/02/16 08h14min7s;20.317;74.892;;15.800
11/02/16 08h29min7s;20.055;75.213;;15.609
11/02/16 08h44min7s;19.793;75.734;;15.455
11/02/16 08h59min7s;19.722;76.377;;15.508
11/02/16 09h14min7s;19.865;76.578;;15.685
11/02/16 09h29min7s;19.722;76.063;;15.448
11/02/16 09h44min7s;19.627;76.129;;15.368
11/02/16 09h59min7s;19.579;76.776;;15.444
11/02/16 10h14min7s;19.555;77.340;;15.527
11/02/16 10h29min7s;19.532;77.534;;15.540
11/02/16 10h44min7s;19.460;77.803;;15.520
11/02/16 10h59min7s;19.508;77.870;;15.579
11/02/16 11h14min7s;19.436;77.912;;15.517
11/02/16 11h29min7s;19.389;78.638;;15.605
11/02/16 11h44min7s;19.341;79.136;;15.649
11/02/16 11h59min7s;19.318;79.469;;15.686
11/03/16 12h14min7s;19.413;79.518;;15.788
11/03/16 12h29min7s;19.460;79.922;;15.907
11/03/16 12h44min7s;19.484;80.264;;15.992
11/03/16 12h59min7s;19.532;80.302;;16.045
11/03/16 01h14min7s;19.508;80.297;;16.021
11/03/16 01h29min7s;19.460;80.399;;15.993
11/03/16 01h44min7s;19.460;80.820;;16.068
11/03/16 01h59min7s;19.484;80.965;;16.117
11/03/16 02h14min7s;19.508;81.055;;16.156
11/03/16 02h29min7s;19.508;80.802;;16.111
11/03/16 02h44min7s;19.294;80.840;;15.909
11/03/16 02h59min7s;19.270;81.087;;15.929
11/03/16 03h14min7s;19.127;81.279;;15.823
11/03/16 03h29min7s;19.127;81.559;;15.872
11/03/16 03h44min7s;19.175;81.736;;15.950
11/03/16 03h59min7s;19.080;81.911;;15.887
11/03/16 04h14min7s;19.246;82.087;;16.081
11/03/16 04h29min7s;19.365;81.946;;16.173
11/03/16 04h44min7s;19.484;82.000;;16.299
11/03/16 04h59min7s;19.318;82.019;;16.139
11/03/16 05h14min7s;19.246;81.975;;16.062
11/03/16 05h29min7s;19.246;81.668;;16.008
11/03/16 05h44min7s;19.246;81.696;;16.013
11/03/16 05h59min7s;19.389;81.728;;16.158
11/03/16 06h14min7s;19.912;81.282;;16.593
11/03/16 06h29min7s;20.436;79.396;;16.765
11/03/16 06h44min7s;20.555;78.713;;16.756
11/03/16 06h59min7s;20.865;78.010;;16.927
11/03/16 07h14min7s;21.199;77.194;;17.099
11/03/16 07h29min7s;21.533;76.803;;17.349
11/03/16 07h44min7s;22.011;76.124;;17.683
11/03/16 07h59min7s;22.154;75.605;;17.721
11/03/16 08h14min7s;22.298;76.614;;18.056
11/03/16 08h29min7s;23.713;72.265;;18.556
11/03/16 08h44min7s;23.785;71.129;;18.388
11/03/16 08h59min7s;22.944;73.758;;18.119
11/03/16 09h14min7s;22.848;74.263;;18.128
11/03/16 09h29min7s;24.195;71.088;;18.773
11/03/16 09h44min7s;25.283;66.683;;18.846
11/03/16 09h59min7s;25.137;67.260;;18.838
11/03/16 10h14min7s;24.557;68.925;19.698;18.654
11/03/16 10h29min7s;24.750;67.553;22.489;18.534
11/03/16 10h44min7s;24.847;66.818;24.750;18.461
11/03/16 10h59min7s;24.026;71.617;21.724;18.722
11/03/16 11h14min7s;23.665;73.635;20.222;18.791
11/03/16 11h29min7s;24.702;70.173;28.568;19.065
11/03/16 11h44min7s;25.065;68.298;27.949;19.002
11/03/16 11h59min7s;25.307;67.591;28.048;19.075
11/03/16 12h14min7s;24.388;70.946;25.525;18.929
11/03/16 12h29min7s;23.184;74.533;22.106;18.508
11/03/16 12h44min7s;22.441;76.153;22.321;18.107
11/03/16 12h59min7s;23.593;76.125;27.801;19.219
11/03/16 01h14min7s;24.653;69.718;30.824;18.920
11/03/16 01h29min7s;25.355;68.110;29.165;19.238
11/03/16 01h44min7s;25.404;65.616;28.419;18.716
11/03/16 01h59min7s;25.817;65.140;28.568;18.998
11/03/16 02h14min7s;27.038;62.254;32.407;19.458
11/03/16 02h29min7s;27.431;58.407;33.574;18.840
11/03/16 02h44min7s;27.505;58.043;33.001;18.812
11/03/16 02h59min7s;26.061;59.379;23.737;17.807
11/03/16 03h14min7s;25.089;61.938;25.137;17.536
11/03/16 03h29min7s;25.089;62.764;25.477;17.738
11/03/16 03h44min7s;25.210;63.120;25.186;17.939
11/03/16 03h59min7s;25.137;63.322;22.513;17.919
11/03/16 04h14min7s;24.774;64.144;20.174;17.771
11/03/16 04h29min7s;24.243;65.779;24.750;17.647
11/03/16 04h44min7s;23.689;67.574;24.050;17.524
11/03/16 04h59min7s;23.352;68.916;23.232;17.497
11/03/16 05h14min7s;22.824;70.242;22.298;17.276
11/03/16 05h29min7s;22.178;71.358;21.485;16.888
11/03/16 05h44min7s;21.915;72.420;;16.853
11/03/16 05h59min7s;21.604;72.157;21.008;16.500
11/03/16 06h14min7s;21.318;73.818;20.698;16.558
11/03/16 06h29min7s;21.175;74.427;20.698;16.541
11/03/16 06h44min7s;20.674;74.992;19.960;16.166
11/03/16 06h59min7s;20.269;76.174;;16.001
11/03/16 07h14min7s;20.031;77.296;19.318;15.982
11/03/16 07h29min7s;19.722;78.056;18.961;15.822
11/03/16 07h44min7s;19.460;78.398;;15.630
11/03/16 07h59min7s;19.270;78.782;18.604;15.515
11/03/16 08h14min7s;19.199;78.654;18.723;15.422
11/03/16 08h29min7s;19.008;79.319;18.390;15.357
11/03/16 08h44min7s;18.889;79.800;18.247;15.328
11/03/16 08h59min7s;18.889;80.333;18.390;15.423
11/03/16 09h14min7s;18.818;80.429;18.247;15.370
11/03/16 09h29min7s;18.699;80.655;18.010;15.294
11/03/16 09h44min7s;18.699;81.047;18.176;15.363
11/03/16 09h59min7s;18.842;81.133;18.271;15.518
11/03/16 10h14min7s;18.937;81.350;18.319;15.649
11/03/16 10h29min7s;18.889;81.423;18.200;15.615
11/03/16 10h44min7s;18.771;81.592;18.010;15.529
11/03/16 10h59min7s;18.794;81.820;18.033;15.592
11/03/16 11h14min7s;18.937;82.130;18.295;15.786
11/03/16 11h29min7s;18.937;82.019;18.343;15.766
11/03/16 11h44min7s;18.699;81.744;17.938;15.485
11/03/16 11h59min7s;18.461;81.775;17.605;15.258
11/04/16 12h14min7s;18.485;82.225;17.724;15.359
11/04/16 12h29min7s;18.699;82.355;18.057;15.591
11/04/16 12h44min7s;18.652;82.261;17.938;15.528
11/04/16 12h59min7s;18.485;82.169;17.677;15.349
11/04/16 01h14min7s;18.366;82.393;17.463;15.271
11/04/16 01h29min7s;18.271;82.538;17.391;15.203
11/04/16 01h44min7s;18.129;82.672;17.201;15.086
11/04/16 01h59min7s;18.033;82.817;17.130;15.017
11/04/16 02h14min7s;17.938;82.879;16.963;14.934
11/04/16 02h29min7s;17.986;83.000;17.130;15.002
11/04/16 02h44min7s;17.891;82.951;16.963;14.900
11/04/16 02h59min7s;17.915;83.011;16.939;14.934
11/04/16 03h14min7s;17.938;83.127;16.963;14.977
11/04/16 03h29min7s;18.105;83.164;17.201;15.147
11/04/16 03h44min7s;18.152;83.175;17.249;15.195
11/04/16 03h59min7s;18.366;83.195;17.653;15.409
11/04/16 04h14min7s;18.414;83.123;17.558;15.443
11/04/16 04h29min7s;18.438;83.128;17.558;15.467
11/04/16 04h44min7s;18.319;83.157;17.320;15.356
11/04/16 04h59min7s;18.247;83.196;17.225;15.292
11/04/16 05h14min7s;18.271;83.285;17.320;15.331
11/04/16 05h29min7s;18.628;83.226;18.414;15.671
11/04/16 05h44min7s;18.937;82.741;18.652;15.891
11/04/16 05h59min7s;19.294;82.320;19.365;16.168
11/04/16 06h14min7s;19.579;81.518;20.150;16.308
11/04/16 06h29min7s;19.698;81.012;20.174;16.335
11/04/16 06h44min7s;20.913;76.935;22.848;16.771
11/04/16 06h59min7s;21.318;75.869;22.585;16.961
11/04/16 07h14min7s;21.700;74.270;22.872;17.018
11/04/16 07h29min7s;21.939;73.242;22.705;17.043
11/04/16 07h44min7s;22.848;70.659;24.919;17.387
11/04/16 07h59min7s;23.497;67.958;25.040;17.425
11/04/16 08h14min7s;24.026;67.095;27.259;17.739
11/04/16 08h29min7s;24.774;63.810;27.998;17.691
11/04/16 08h44min7s;24.968;63.080;27.677;17.700
11/04/16 08h59min7s;25.744;60.629;28.816;17.829
11/04/16 09h14min7s;25.890;59.786;29.190;17.752
11/04/16 09h29min7s;26.769;55.645;31.561;17.470
11/04/16 09h44min7s;27.751;55.882;33.730;18.452
11/04/16 09h59min7s;27.702;54.327;32.330;17.967
11/04/16 10h14min7s;28.245;52.080;33.495;17.813
11/04/16 10h29min7s;28.766;50.418;33.835;17.787
11/04/16 10h44min7s;29.090;50.009;35.395;17.957
11/04/16 10h59min7s;28.568;49.523;33.079;17.324
11/04/16 11h14min7s;28.965;48.734;35.609;17.438
11/04/16 11h29min7s;29.490;47.145;36.715;17.397
11/04/16 11h44min7s;30.041;46.037;38.700;17.525
11/04/16 11h59min7s;30.318;44.199;37.838;17.134
11/04/16 12h14min7s;30.217;43.529;36.579;16.802
11/04/16 12h29min7s;30.697;44.506;37.728;17.586
11/04/16 12h44min7s;29.590;45.263;33.469;16.848
11/04/16 12h59min7s;30.217;44.187;36.742;17.039
11/04/16 01h14min7s;31.001;42.194;37.755;17.016
11/04/16 01h29min7s;30.646;43.643;37.535;17.231
11/04/16 01h44min7s;30.672;42.224;36.308;16.731
11/04/16 01h59min7s;30.545;42.376;35.716;16.674
11/04/16 02h14min7s;29.865;43.653;29.865;16.529
11/04/16 02h29min7s;29.215;44.924;;16.390
11/04/16 02h44min7s;30.142;43.948;;16.885
11/04/16 02h59min7s;30.571;43.371;;17.063
11/04/16 03h14min7s;29.865;43.785;;16.576
11/04/16 03h29min7s;28.816;46.216;;16.472
11/04/16 03h44min7s;29.690;44.488;;16.668
11/04/16 03h59min7s;29.240;45.679;;16.674
11/04/16 04h14min7s;28.394;46.197;;16.081
11/04/16 04h29min7s;27.998;47.447;;16.136
11/04/16 04h44min7s;26.769;54.700;;17.206
11/04/16 04h59min7s;25.598;57.631;;16.915
11/04/16 05h14min7s;24.412;60.786;;16.612
11/04/16 05h29min7s;23.400;62.882;;16.167
11/04/16 05h44min7s;22.681;64.034;;15.756
11/04/16 05h59min7s;22.106;65.350;;15.513
11/04/16 06h14min7s;21.676;66.681;;15.402
11/04/16 06h29min7s;21.342;68.433;;15.465
11/04/16 06h44min7s;20.889;68.558;;15.058
11/04/16 06h59min7s;20.674;71.016;;15.369
11/04/16 07h14min7s;20.484;72.524;;15.493
11/04/16 07h29min7s;20.293;73.820;;15.567
11/04/16 07h44min7s;20.055;74.581;;15.486
11/04/16 07h59min7s;19.841;75.400;;15.437
11/04/16 08h14min7s;19.651;76.134;;15.392
11/04/16 08h29min7s;19.389;76.395;;15.188
11/04/16 08h44min7s;19.270;77.594;;15.296
11/04/16 08h59min7s;19.151;78.673;;15.379
11/04/16 09h14min7s;19.008;79.150;;15.327
11/04/16 09h29min7s;18.818;79.812;;15.260
11/04/16 09h44min7s;18.652;79.833;;15.101
11/04/16 09h59min7s;18.509;80.139;;15.016
11/04/16 10h14min7s;18.414;80.398;;14.969
11/04/16 10h29min7s;18.319;80.992;;14.981
11/04/16 10h44min7s;18.343;81.303;;15.059
11/04/16 10h59min7s;18.271;81.344;;14.996
11/04/16 11h14min7s;18.461;81.079;;15.136
11/04/16 11h29min7s;18.604;81.082;;15.276
11/04/16 11h44min7s;18.818;81.017;;15.474
11/04/16 11h59min7s;18.913;80.786;;15.526
11/05/16 12h14min7s;18.913;80.422;;15.462
11/05/16 12h29min7s;18.842;79.986;;15.314
11/05/16 12h44min7s;18.913;80.170;;15.417
11/05/16 12h59min7s;18.747;80.358;;15.288
11/05/16 01h14min7s;18.747;80.526;;15.318
11/05/16 01h29min7s;18.699;80.404;;15.249
11/05/16 01h44min7s;18.604;80.607;;15.192
11/05/16 01h59min7s;18.414;80.845;;15.048
11/05/16 02h14min7s;18.438;81.380;;15.165
11/05/16 02h29min7s;18.343;81.387;;15.073
11/05/16 02h44min7s;18.438;81.296;;15.151
11/05/16 02h59min7s;18.485;81.223;;15.184
11/05/16 03h14min7s;18.509;81.061;;15.179
11/05/16 03h29min7s;18.509;81.340;;15.228
11/05/16 03h44min7s;18.366;81.225;;15.068
11/05/16 03h59min7s;18.414;81.291;;15.127
11/05/16 04h14min7s;18.295;81.377;;15.025
11/05/16 04h29min7s;18.295;81.432;;15.035
11/05/16 04h44min7s;18.200;81.439;;14.943
11/05/16 04h59min7s;18.057;81.491;;14.812
11/05/16 05h14min7s;18.057;81.714;;14.851
11/05/16 05h29min7s;18.224;81.639;;15.001
11/05/16 05h44min7s;18.533;80.843;;15.164
11/05/16 05h59min7s;19.508;79.538;;15.885
11/05/16 06h14min7s;19.341;79.136;;15.649
11/05/16 06h29min7s;20.317;75.754;;15.967
11/05/16 06h44min7s;20.603;75.035;;16.105
11/05/16 06h59min7s;20.841;73.986;;16.130
11/05/16 07h14min7s;21.676;70.323;;16.189
11/05/16 07h29min7s;22.321;68.966;;16.520
11/05/16 07h44min7s;22.800;68.043;;16.778
11/05/16 07h59min7s;22.872;67.608;;16.751
11/05/16 08h14min7s;23.088;65.219;;16.418
11/05/16 08h29min7s;23.833;63.743;;16.782
11/05/16 08h44min7s;23.737;63.758;;16.694
11/05/16 08h59min7s;24.605;61.124;;16.878
11/05/16 09h14min7s;25.525;57.776;;16.885
11/05/16 09h29min7s;26.182;55.308;;16.830
11/05/16 09h44min7s;26.573;56.338;;17.479
11/05/16 09h59min7s;27.481;50.506;;16.630
11/05/16 10h14min7s;26.989;53.909;;17.186
11/05/16 10h29min7s;27.481;51.210;;16.845
11/05/16 10h44min7s;28.766;48.450;;17.164
11/05/16 10h59min7s;28.369;50.719;;17.514
11/05/16 11h14min7s;28.023;50.192;;17.033
11/05/16 11h29min7s;28.891;49.080;;17.480
11/05/16 11h44min7s;29.015;47.671;;17.138
11/05/16 11h59min7s;29.540;46.107;;17.093
11/05/16 12h14min7s;29.240;46.006;;16.786
11/05/16 12h29min7s;29.966;45.012;;17.102
11/05/16 12h44min7s;29.840;45.030;;16.995
11/05/16 12h59min7s;30.950;44.338;;17.755
11/05/16 01h14min7s;28.742;46.142;;16.379
11/05/16 01h29min7s;30.041;42.551;;16.286
11/05/16 01h44min7s;30.142;43.685;;16.790
11/05/16 01h59min7s;28.345;45.442;;15.780
11/05/16 02h14min7s;30.091;42.920;;16.467
11/05/16 02h29min7s;30.621;43.211;;17.051
11/05/16 02h44min7s;30.646;42.553;;16.831
11/05/16 02h59min7s;29.040;44.871;;16.214
11/05/16 03h14min7s;29.590;44.935;;16.734
11/05/16 03h29min7s;30.217;44.122;;17.015
11/05/16 03h44min7s;28.816;46.802;;16.668
11/05/16 03h59min7s;28.841;46.837;;16.703
11/05/16 04h14min7s;28.345;48.138;;16.677
11/05/16 04h29min7s;27.063;50.354;;16.199
11/05/16 04h44min7s;26.329;52.264;;16.096
11/05/16 04h59min7s;25.768;55.217;;16.419
11/05/16 05h14min7s;24.484;58.703;;16.151
11/05/16 05h29min7s;23.737;60.403;;15.879
11/05/16 05h44min7s;23.112;62.288;;15.751
11/05/16 05h59min7s;22.753;62.259;;15.404
11/05/16 06h14min7s;22.465;63.666;;15.465
11/05/16 06h29min7s;22.274;66.667;;15.969
11/05/16 06h44min7s;21.987;69.674;;16.350
11/05/16 06h59min7s;21.294;72.302;;16.230
11/05/16 07h14min7s;20.793;72.351;;15.757
11/05/16 07h29min7s;20.341;73.309;;15.512
11/05/16 07h44min7s;20.055;74.293;;15.430
11/05/16 07h59min7s;19.841;74.969;;15.354
11/05/16 08h14min7s;19.722;75.949;;15.426
11/05/16 08h29min7s;19.579;76.519;;15.396
11/05/16 08h44min7s;19.555;76.857;;15.436
11/05/16 08h59min7s;19.484;77.326;;15.455
11/05/16 09h14min7s;19.318;77.972;;15.413
11/05/16 09h29min7s;19.127;78.385;;15.303
11/05/16 09h44min7s;18.961;78.886;;15.232
11/05/16 09h59min7s;18.794;79.723;;15.221
11/05/16 10h14min7s;18.675;80.426;;15.230
11/05/16 10h29min7s;18.675;80.622;;15.265
11/05/16 10h44min7s;18.723;80.716;;15.328
11/05/16 10h59min7s;18.723;80.689;;15.323
11/05/16 11h14min7s;18.723;80.633;;15.313
11/05/16 11h29min7s;18.747;80.498;;15.313
11/05/16 11h44min7s;18.747;80.190;;15.258
11/05/16 11h59min7s;18.818;80.429;;15.370
11/06/16 12h14min7s;18.794;80.424;;15.346
11/06/16 12h29min7s;18.771;80.447;;15.327
11/06/16 12h44min7s;18.771;80.587;;15.352
11/06/16 12h59min7s;18.699;80.851;;15.329
11/06/16 01h14min7s;18.675;80.958;;15.324
11/06/16 01h29min7s;18.628;81.115;;15.305
11/06/16 01h44min7s;18.509;81.312;;15.223
11/06/16 01h59min7s;18.533;81.289;;15.243
11/06/16 02h14min7s;18.533;81.401;;15.262
11/06/16 02h29min7s;18.390;81.453;;15.132
11/06/16 02h44min7s;18.438;81.631;;15.209
11/06/16 02h59min7s;18.390;81.342;;15.112
11/06/16 03h14min7s;18.105;81.613;;14.880
11/06/16 03h29min7s;18.010;82.036;;14.860
11/06/16 03h44min7s;18.081;82.163;;14.952
11/06/16 03h59min7s;17.962;82.164;;14.835
11/06/16 04h14min7s;17.915;82.265;;14.806
11/06/16 04h29min7s;17.962;82.331;;14.864
11/06/16 04h44min7s;17.938;82.298;;14.835
11/06/16 04h59min7s;17.701;82.190;;14.583
11/06/16 05h14min7s;17.653;82.373;;14.568
11/06/16 05h29min7s;17.772;82.482;;14.703
11/06/16 05h44min7s;18.105;82.556;;15.043
11/06/16 05h59min7s;18.485;81.975;;15.316
11/06/16 06h14min7s;19.080;81.660;;15.843
11/06/16 06h29min7s;20.317;77.497;;16.298
11/06/16 06h44min7s;21.079;74.986;;16.558
11/06/16 06h59min7s;21.581;72.823;;16.612
11/06/16 07h14min7s;21.533;71.382;;16.272
11/06/16 07h29min7s;21.223;71.850;;16.069
11/06/16 07h44min7s;21.533;71.236;;16.241
11/06/16 07h59min7s;22.705;68.263;;16.734
11/06/16 08h14min7s;23.521;65.323;;16.854
11/06/16 08h29min7s;24.122;65.517;;17.472
11/06/16 08h44min7s;24.243;62.778;;16.940
11/06/16 08h59min7s;25.016;61.834;;17.442
11/06/16 09h14min7s;25.890;57.800;;17.233
11/06/16 09h29min7s;26.012;58.627;;17.566
11/06/16 09h44min7s;26.867;55.376;;17.486
11/06/16 09h59min7s;27.751;55.535;;18.355
11/06/16 10h14min7s;28.444;50.761;;17.596
11/06/16 10h29min7s;28.023;52.177;;17.637
11/06/16 10h44min7s;27.875;54.034;;18.044
11/06/16 10h59min7s;27.998;51.055;;17.275
11/06/16 11h14min7s;28.394;49.404;;17.127
11/06/16 11h29min7s;29.565;48.648;;17.959
11/06/16 11h44min7s;28.742;48.770;;17.244
;41.972;83.478;49.140;20.951
;16.606;25.197;16.320;13.557
