data_abrigo;tbs;ur;tgn;tpo
11/01/2016 02:51:9;18010;86030;29464;15659
11/01/2016 03:6:9;18010;86224;29941;15694
11/01/2016 03:21:9;18033;85915;29165;15661
11/01/2016 03:36:9;17891;85760;29065;15493
11/01/2016 03:51:9;17701;86633;30167;15464
11/01/2016 04:6:9;17843;86185;29590;15523
11/01/2016 04:21:9;17891;86123;29414;15559
11/01/2016 04:36:9;17891;86437;30091;15615
11/01/2016 04:51:9;17701;86729;30343;15481
11/01/2016 05:6:9;17748;86932;30849;15564
11/01/2016 05:21:9;18081;85756;29115;15679
11/01/2016 05:36:9;18176;86505;30318;15908
11/01/2016 05:51:9;18747;84491;27875;16100
11/01/2016 06:6:9;18842;84661;28245;16224
11/01/2016 06:21:9;19817;82612;26744;16794
11/01/2016 06:36:9;20365;77753;25550;16373
11/01/2016 06:51:9;21652;74207;25283;16883
11/01/2016 07:6:9;21294;74626;25234;16626
11/01/2016 07:21:9;22154;72382;25744;16973
11/01/2016 07:36:9;22274;70873;26353;16756
11/01/2016 07:51:9;23232;66546;27358;16678
11/01/2016 08:6:9;24171;63184;28023;16751
11/01/2016 08:21:9;24074;63790;27875;16810
11/01/2016 08:36:9;24243;60257;28023;16073
11/01/2016 08:51:9;24171;60367;28023;16033
11/01/2016 09:6:9;24653;59592;28394;16284
11/01/2016 09:21:9;24968;57125;28543;15915
11/01/2016 09:36:9;25744;53038;28891;15475
11/01/2016 09:51:9;26012;54024;29165;16012
11/01/2016 10:6:9;26134;51753;29165;15452
11/01/2016 10:21:9;27850;46769;30419;15443
11/01/2016 10:36:9;27431;48459;30066;15616
11/01/2016 10:51:9;27702;46553;30117;15236
11/01/2016 11:6:9;27014;48374;29865;15207
11/01/2016 11:21:9;28543;45024;30849;15479
11/01/2016 11:36:9;27284;47261;29916;15091
11/01/2016 11:51:9;27530;46367;30142;15017
11/01/2016 12:6:9;29215;42239;31179;15089
11/01/2016 12:21:9;29165;41759;31179;14866
11/01/2016 12:36:9;29615;40339;31357;14731
11/01/2016 12:51:9;29240;41597;31179;14873
11/01/2016 13:6:9;30268;38649;31765;14649
11/01/2016 13:21:9;28891;41185;31103;14406
11/01/2016 13:36:9;30243;39545;31765;14982
11/01/2016 13:51:9;28493;42398;30798;14499
11/01/2016 14:6:9;29665;39761;31433;14552
11/01/2016 14:21:9;30293;37820;31919;14335
11/01/2016 14:36:9;27825;44908;30217;14789
11/01/2016 14:51:9;30293;40615;31765;15444
11/01/2016 15:6:9;32021;35675;33001;14954
11/01/2016 15:21:9;29640;41060;31459;15029
11/01/2016 15:36:9;31204;36792;32407;14714
11/01/2016 15:51:9;29215;40160;31153;14306
11/01/2016 16:6:9;30343;40174;31996;15318
11/01/2016 16:21:9;28990;41944;31179;14778
11/01/2016 16:36:9;27924;46579;30192;15447
11/01/2016 16:51:9;26573;49264;29365;15087
11/01/2016 17:6:9;25113;53805;28568;15115
11/01/2016 17:21:9;23833;55845;27850;14504
11/01/2016 17:36:9;23208;60879;27456;15260
11/01/2016 17:51:9;22800;63610;27161;15560
11/01/2016 18:6:9;22226;68777;26793;16237
11/01/2016 18:21:9;21700;72875;26769;16643
11/01/2016 18:36:9;21032;75331;25793;16521
11/01/2016 18:51:9;20627;77279;25380;16531
11/01/2016 19:6:9;20365;79168;25695;16657
11/01/2016 19:21:9;20293;78002;25380;16353
11/01/2016 19:36:9;19793;79255;25331;16118
11/01/2016 19:51:9;19413;80155;25137;15925
11/01/2016 20:6:9;19151;80663;25089;15768
11/01/2016 20:21:9;18985;80780;25089;15629
11/01/2016 20:36:9;18771;81395;25089;15538
11/01/2016 20:51:9;18533;82653;25477;15546
11/01/2016 21:6:9;18390;83816;26207;15624
11/01/2016 21:21:9;18247;84475;26646;15607
11/01/2016 21:36:9;18010;85326;27161;15530
11/01/2016 21:51:9;17819;85937;27702;15455
11/01/2016 22:6:9;17701;86489;28667;15438
11/01/2016 22:21:9;17605;86802;29015;15400
11/01/2016 22:36:9;17510;87162;29615;15371
11/01/2016 22:51:9;17510;87019;29590;15346
11/01/2016 23:6:9;17534;86977;29215;15362
11/01/2016 23:21:9;17510;87639;29815;15456
11/01/2016 23:36:9;17558;87888;30293;15548
11/01/2016 23:51:9;17463;88054;30343;15483
11/02/2016 00:6:9;17629;88378;30824;15705
11/02/2016 00:21:9;17582;88036;30394;15597
11/02/2016 00:36:9;17486;88155;30419;15525
11/02/2016 00:51:9;17534;88638;30722;15657
11/02/2016 01:6:9;17439;88662;30243;15567
11/02/2016 01:21:9;17391;88932;30444;15568
11/02/2016 01:36:9;17320;88821;30318;15478
11/02/2016 01:51:9;17201;88510;30142;15306
11/02/2016 02:6:9;17486;88438;30369;15575
11/02/2016 02:21:9;17724;87690;30066;15677
11/02/2016 02:36:9;17724;87524;30066;15647
11/02/2016 02:51:9;17605;87686;30016;15559
11/02/2016 03:6:9;17605;87733;30142;15567
11/02/2016 03:21:9;17748;87601;30217;15684
11/02/2016 03:36:9;17867;86792;29315;15656
11/02/2016 03:51:9;17986;85758;27974;15586
11/02/2016 04:6:9;17962;85583;27825;15530
11/02/2016 04:21:9;17938;86062;28419;15594
11/02/2016 04:36:9;18057;86283;28766;15751
11/02/2016 04:51:9;18081;86458;29190;15806
11/02/2016 05:6:9;18176;86311;29165;15873
11/02/2016 05:21:9;18842;84290;27751;16156
11/02/2016 05:36:9;20365;77911;25817;16405
11/02/2016 05:51:9;21461;74469;25428;16754
11/02/2016 06:6:9;20865;76610;25380;16625
11/02/2016 06:21:9;21223;73905;25162;16405
11/02/2016 06:36:9;22298;70793;25914;16761
11/02/2016 06:51:9;22393;69601;26500;16585
11/02/2016 07:6:9;23521;65081;27653;16601
11/02/2016 07:21:9;22800;66962;27186;16365
11/02/2016 07:36:9;22082;70810;26524;16558
11/02/2016 07:51:9;22657;67627;27038;16384
11/02/2016 08:6:9;23737;61323;27825;15872
11/02/2016 08:21:9;24605;58731;28245;16010
11/02/2016 08:36:9;26769;51645;29615;16005
11/02/2016 08:51:9;26207;51890;29265;15561
11/02/2016 09:6:9;26036;52856;29040;15692
11/02/2016 09:21:9;26134;51432;29040;15355
11/02/2016 09:36:9;27063;48315;29941;15233
11/02/2016 09:51:9;28394;43432;30950;14784
11/02/2016 10:6:9;29165;41009;31281;14585
11/02/2016 10:21:9;30091;38632;31612;14485
11/02/2016 10:36:9;30394;38350;31944;14640
11/02/2016 10:51:9;30545;38573;32175;14865
11/02/2016 11:6:9;31408;37406;32381;15151
11/02/2016 11:21:9;31179;37733;32407;15084
11/02/2016 11:36:9;31382;37648;32355;15229
11/02/2016 11:51:9;31612;36761;32820;15060
11/02/2016 12:6:9;32278;34922;33183;14848
11/02/2016 12:21:9;31740;34873;32846;14354
11/02/2016 12:36:9;31919;35877;32846;14952
11/02/2016 12:51:9;32150;34060;33287;14348
11/02/2016 13:6:9;32381;34719;33235;14848
11/02/2016 13:21:9;32639;33213;33495;14385
11/02/2016 13:36:9;32587;33672;33495;14552
11/02/2016 13:51:9;32949;32201;33783;14176
11/02/2016 14:6:9;32924;33059;32846;14560
11/02/2016 14:21:9;32355;33793;33235;14406
11/02/2016 14:36:9;32124;34270;33183;14421
11/02/2016 14:51:9;32098;33415;32820;14008
11/02/2016 15:6:9;31714;35259;32639;14502
11/02/2016 15:21:9;31052;37511;32355;14880
11/02/2016 15:36:9;30976;38339;32433;15152
11/02/2016 15:51:9;30217;39955;31791;15121
11/02/2016 16:6:9;30142;41659;31816;15705
11/02/2016 16:21:9;28916;43221;30950;15178
11/02/2016 16:36:9;26402;49469;29290;14995
11/02/2016 16:51:9;25331;52538;28444;14946
11/02/2016 17:6:9;24750;54854;28468;15079
11/02/2016 17:21:9;23208;60036;27382;15043
11/02/2016 17:36:9;22824;62371;27259;15276
11/02/2016 17:51:9;22369;62386;26916;14850
11/02/2016 18:6:9;22058;66314;26646;15506
11/02/2016 18:21:9;21485;69125;26426;15608
11/02/2016 18:36:9;21151;71027;26207;15713
11/02/2016 18:51:9;20698;74617;25695;16049
11/02/2016 19:6:9;20365;75332;25525;15876
11/02/2016 19:21:9;20150;77841;25137;16182
11/02/2016 19:36:9;19984;79035;25355;16260
11/02/2016 19:51:9;19912;80005;25331;16382
11/02/2016 20:6:9;19841;80119;25331;16335
11/02/2016 20:21:9;19603;80428;25137;16163
11/02/2016 20:36:9;19341;81444;25355;16105
11/02/2016 20:51:9;19151;81504;25137;15931
11/02/2016 21:6:9;19389;81378;25380;16139
11/02/2016 21:21:9;19365;81728;25550;16183
11/02/2016 21:36:9;19294;80001;24992;15779
11/02/2016 21:51:9;19199;81133;25137;15906
11/02/2016 22:6:9;19222;81596;25453;16018
11/02/2016 22:21:9;19056;82443;25598;16017
11/02/2016 22:36:9;19103;82579;25817;16090
11/02/2016 22:51:9;19103;82328;25793;16042
11/02/2016 23:6:9;19151;82263;25793;16076
11/02/2016 23:21:9;19008;83160;26231;16107
11/02/2016 23:36:9;18889;83532;26280;16060
11/02/2016 23:51:9;18842;83919;26720;16086
11/03/2016 00:6:9;19008;84229;27038;16307
11/03/2016 00:21:9;19032;84359;27235;16355
11/03/2016 00:36:9;19103;84696;27974;16488
11/03/2016 00:51:9;19103;84671;27924;16483
11/03/2016 01:6:9;19151;84830;28072;16559
11/03/2016 01:21:9;19103;84967;28097;16538
11/03/2016 01:36:9;19056;85398;28568;16571
11/03/2016 01:51:9;19080;85575;28791;16627
11/03/2016 02:6:9;19103;85702;29015;16674
11/03/2016 02:21:9;19175;85278;28568;16665
11/03/2016 02:36:9;19103;84868;27949;16520
11/03/2016 02:51:9;18961;85620;28766;16518
11/03/2016 03:6:9;18794;85728;28717;16375
11/03/2016 03:21:9;18675;86453;29365;16390
11/03/2016 03:36:9;18747;87073;30343;16573
11/03/2016 03:51:9;18652;87243;30672;16510
11/03/2016 04:6:9;18699;87925;31230;16679
11/03/2016 04:21:9;18842;87576;31179;16757
11/03/2016 04:36:9;19127;87308;31052;16990
11/03/2016 04:51:9;19008;86798;30192;16780
11/03/2016 05:6:9;18842;87192;30722;16688
11/03/2016 05:21:9;19698;83315;27186;16811
11/03/2016 05:36:9;19341;84578;27751;16699
11/03/2016 05:51:9;19270;85153;28543;16736
11/03/2016 06:6:9;19841;83096;26989;16909
11/03/2016 06:21:9;21127;78675;25963;17299
11/03/2016 06:36:9;20913;78472;25768;17050
11/03/2016 06:51:9;21294;77522;25768;17228
11/03/2016 07:6:9;21867;75632;25623;17392
11/03/2016 07:21:9;22154;75121;25720;17562
11/03/2016 07:36:9;22393;74951;25866;17757
11/03/2016 07:51:9;22896;73655;25963;17965
11/03/2016 08:6:9;22776;75787;26109;18304
11/03/2016 08:21:9;25453;66550;28766;18792
11/03/2016 08:36:9;24798;67773;28122;18460
11/03/2016 08:51:9;24412;68884;28122;18351
11/03/2016 09:6:9;23713;73288;27136;18672
11/03/2016 09:21:9;24122;69745;27924;18272
11/03/2016 09:36:9;27308;58770;30217;18553
11/03/2016 09:51:9;26304;61850;29389;18426
11/03/2016 10:6:9;24508;68126;28072;18266
11/03/2016 10:21:9;25574;64423;29040;18387
11/03/2016 10:36:9;25307;64822;28518;18233
11/03/2016 10:51:9;25113;67191;28617;18622
11/03/2016 11:6:9;24532;70161;28245;18760
11/03/2016 11:21:9;25477;69275;28568;19460
11/03/2016 11:36:9;27038;59099;29840;18389
11/03/2016 11:51:9;26720;60429;29540;18446
11/03/2016 12:6:9;24315;70913;27850;18723
11/03/2016 12:21:9;25525;66153;29090;18765
11/03/2016 12:36:9;21652;82359;27407;18539
11/03/2016 12:51:9;23424;77023;27259;19190
11/03/2016 13:6:9;25404;67937;28692;19077
11/03/2016 13:21:9;27579;56102;30318;18064
11/03/2016 13:36:9;25963;61856;29190;18106
11/03/2016 13:51:9;26353;59853;29439;17949
11/03/2016 14:6:9;27333;57783;30041;18305
11/03/2016 14:21:9;27727;54199;30343;17652
11/03/2016 14:36:9;28667;51444;30874;17691
11/03/2016 14:51:9;26916;54592;29640;17014
11/03/2016 15:6:9;24774;59611;28444;16403
11/03/2016 15:21:9;24871;61442;28493;16971
11/03/2016 15:36:9;25210;60164;28742;16957
11/03/2016 15:51:9;24992;62032;28568;17236
11/03/2016 16:6:9;24895;62377;28493;17232
11/03/2016 16:21:9;23954;66438;27899;17339
11/03/2016 16:36:9;23352;68294;27554;17202
11/03/2016 16:51:9;23088;70039;27284;17349
11/03/2016 17:6:9;22657;71727;27063;17313
11/03/2016 17:21:9;21891;73625;26451;16989
11/03/2016 17:36:9;21533;74266;26109;16780
11/03/2016 17:51:9;21366;75101;25841;16795
11/03/2016 18:6:9;20936;77077;25671;16790
11/03/2016 18:21:9;20865;78015;25817;16911
11/03/2016 18:36:9;20388;78990;25647;16644
11/03/2016 18:51:9;19936;79881;25355;16381
11/03/2016 19:6:9;19651;81155;25574;16351
11/03/2016 19:21:9;19413;82144;25720;16309
11/03/2016 19:36:9;19151;82565;25914;16134
11/03/2016 19:51:9;18961;82824;25914;15997
11/03/2016 20:6:9;18842;83147;25890;15941
11/03/2016 20:21:9;18675;83334;26207;15814
11/03/2016 20:36:9;18461;84352;26891;15794
11/03/2016 20:51:9;18366;84944;27456;15810
11/03/2016 21:6:9;18461;84745;27014;15867
11/03/2016 21:21:9;18414;84611;27063;15795
11/03/2016 21:36:9;18295;85099;27407;15769
11/03/2016 21:51:9;18461;85015;27481;15917
11/03/2016 22:6:9;18533;85423;28245;16062
11/03/2016 22:21:9;18557;85916;28866;16175
11/03/2016 22:36:9;18461;85650;28468;16033
11/03/2016 22:51:9;18438;86325;29340;16133
11/03/2016 23:6:9;18461;86934;30117;16267
11/03/2016 23:21:9;18580;86745;29715;16350
11/03/2016 23:36:9;18557;85746;28171;16144
11/03/2016 23:51:9;18271;85557;27998;15829
11/04/2016 00:6:9;18081;86337;29315;15784
11/04/2016 00:21:9;18343;86929;30243;16149
11/04/2016 00:36:9;18414;86850;29916;16205
11/04/2016 00:51:9;18366;86066;28766;16016
11/04/2016 01:6:9;18105;86729;29916;15879
11/04/2016 01:21:9;18033;87431;30571;15935
11/04/2016 01:36:9;17867;87128;30091;15717
11/04/2016 01:51:9;17748;87410;30469;15650
11/04/2016 02:6:9;17677;87750;30925;15640
11/04/2016 02:21:9;17629;88237;30976;15680
11/04/2016 02:36:9;17605;87947;30217;15605
11/04/2016 02:51:9;17653;87435;30419;15561
11/04/2016 03:6:9;17605;88089;30950;15630
11/04/2016 03:21:9;17748;88454;31535;15836
11/04/2016 03:36:9;17843;88501;31433;15938
11/04/2016 03:51:9;18010;88329;31281;16072
11/04/2016 04:6:9;18224;87834;31052;16194
11/04/2016 04:21:9;18081;87943;31382;16073
11/04/2016 04:36:9;18081;88062;31484;16094
11/04/2016 04:51:9;18010;88281;31408;16063
11/04/2016 05:6:9;17938;88240;31179;15985
11/04/2016 05:21:9;18842;86589;29389;16579
11/04/2016 05:36:9;19199;84198;26573;16488
11/04/2016 05:51:9;19056;84734;27505;16448
11/04/2016 06:6:9;19413;83551;26573;16576
11/04/2016 06:21:9;19603;82262;25817;16518
11/04/2016 06:36:9;20698;78375;24944;16822
11/04/2016 06:51:9;21413;75137;24677;16849
11/04/2016 07:6:9;22393;71035;25089;16907
11/04/2016 07:21:9;22561;71290;25283;17124
11/04/2016 07:36:9;23232;68445;27382;17123
11/04/2016 07:51:9;24726;61900;28493;16951
11/04/2016 08:6:9;23737;64325;27801;16623
11/04/2016 08:21:9;25671;56670;29140;16446
11/04/2016 08:36:9;25963;55527;29190;16397
11/04/2016 08:51:9;27456;51285;30217;16528
11/04/2016 09:6:9;26182;53700;29340;16075
11/04/2016 09:21:9;27481;50061;30268;16170
11/04/2016 09:36:9;28692;47794;31153;16550
11/04/2016 09:51:9;28891;47059;31204;16487
11/04/2016 10:6:9;29590;42653;31637;15578
11/04/2016 10:21:9;30369;41581;31919;15879
11/04/2016 10:36:9;30318;42223;31970;16074
11/04/2016 10:51:9;28419;45776;30798;15625
11/04/2016 11:6:9;28816;43917;31230;15337
11/04/2016 11:21:9;30369;39695;32098;15154
11/04/2016 11:36:9;29916;42180;31689;15696
11/04/2016 11:51:9;31001;38723;32458;15330
11/04/2016 12:6:9;31842;37099;32898;15406
11/04/2016 12:21:9;31459;37481;32742;15227
11/04/2016 12:36:9;29665;40378;31331;14791
11/04/2016 12:51:9;31408;37651;32820;15252
11/04/2016 13:6:9;32330;35634;33313;15207
11/04/2016 13:21:9;29414;40249;31153;14518
11/04/2016 13:36:9;30874;36551;32330;14321
11/04/2016 13:51:9;29815;39845;31689;14719
11/04/2016 14:6:9;31001;37750;32381;14934
11/04/2016 14:21:9;30293;38790;32047;14728
11/04/2016 14:36:9;30900;39024;32381;15361
11/04/2016 14:51:9;30621;40478;32227;15684
11/04/2016 15:6:9;30722;38695;32021;15071
11/04/2016 15:21:9;29665;41506;31510;15220
11/04/2016 15:36:9;29389;41783;31331;15077
11/04/2016 15:51:9;29615;40270;31561;14705
11/04/2016 16:6:9;28742;43639;30874;15171
11/04/2016 16:21:9;27998;43253;30419;14363
11/04/2016 16:36:9;26646;51693;29615;15906
11/04/2016 16:51:9;25113;57702;28642;16208
11/04/2016 17:6:9;24122;61444;27974;16266
11/04/2016 17:21:9;23016;65521;27333;16229
11/04/2016 17:36:9;22345;66045;26940;15716
11/04/2016 17:51:9;21819;66676;26622;15364
11/04/2016 18:6:9;21413;68120;26280;15311
11/04/2016 18:21:9;21032;70643;26085;15513
11/04/2016 18:36:9;20650;69929;25866;14990
11/04/2016 18:51:9;20269;73475;24412;15394
11/04/2016 19:6:9;19984;75738;24532;15592
11/04/2016 19:21:9;19793;77793;24677;15826
11/04/2016 19:36:9;19532;79769;25040;15965
11/04/2016 19:51:9;19341;80499;25113;15922
11/04/2016 20:6:9;19151;81326;25210;15897
11/04/2016 20:21:9;18961;81741;25210;15790
11/04/2016 20:36:9;18699;82890;25890;15753
11/04/2016 20:51:9;18628;83722;26353;15840
11/04/2016 21:6:9;18461;84475;26965;15817
11/04/2016 21:21:9;18295;85075;27308;15764
11/04/2016 21:36:9;18224;85156;27407;15709
11/04/2016 21:51:9;18081;85025;27161;15545
11/04/2016 22:6:9;17986;85296;27530;15501
11/04/2016 22:21:9;17819;86131;28568;15490
11/04/2016 22:36:9;17748;86740;29140;15530
11/04/2016 22:51:9;17819;86661;28692;15586
11/04/2016 23:6:9;17938;86833;28965;15734
11/04/2016 23:21:9;18105;86536;28766;15844
11/04/2016 23:36:9;18414;86198;28369;16086
11/04/2016 23:51:9;18557;85526;27628;16104
11/05/2016 00:6:9;18723;84239;26182;16029
11/05/2016 00:21:9;18699;83489;25623;15866
11/05/2016 00:36:9;18628;84143;26109;15918
11/05/2016 00:51:9;18533;83948;26012;15789
11/05/2016 01:6:9;18557;84102;26061;15841
11/05/2016 01:21:9;18438;83926;26061;15691
11/05/2016 01:36:9;18390;84113;26158;15680
11/05/2016 01:51:9;18247;84327;26109;15579
11/05/2016 02:6:9;18010;85302;27481;15526
11/05/2016 02:21:9;18033;85258;27259;15541
11/05/2016 02:36:9;18152;84944;26671;15600
11/05/2016 02:51:9;18224;84911;26842;15664
11/05/2016 03:6:9;18247;84622;26329;15634
11/05/2016 03:21:9;18200;84783;26720;15617
11/05/2016 03:36:9;18176;84508;26280;15543
11/05/2016 03:51:9;18200;84906;26500;15640
11/05/2016 04:6:9;18081;84976;26744;15536
11/05/2016 04:21:9;18081;85221;27014;15581
11/05/2016 04:36:9;18010;84764;26353;15427
11/05/2016 04:51:9;17891;84932;26378;15341
11/05/2016 05:6:9;17843;85263;26916;15355
11/05/2016 05:21:9;17962;85291;26793;15477
11/05/2016 05:36:9;19603;78877;24508;15858
11/05/2016 05:51:9;20246;76936;24653;16091
11/05/2016 06:6:9;20627;75519;24388;16168
11/05/2016 06:21:9;21772;71588;24291;16432
11/05/2016 06:36:9;20150;76412;24388;15892
11/05/2016 06:51:9;21867;70462;25355;16274
11/05/2016 07:6:9;22657;66735;27112;16175
11/05/2016 07:21:9;23040;64824;27382;16084
11/05/2016 07:36:9;23136;64077;27456;15993
11/05/2016 07:51:9;22824;64905;27259;15898
11/05/2016 08:6:9;24002;60098;28023;15805
11/05/2016 08:21:9;24847;58124;28568;16074
11/05/2016 08:36:9;24339;59148;28270;15872
11/05/2016 08:51:9;24484;57824;28270;15654
11/05/2016 09:6:9;25841;52320;29140;15353
11/05/2016 09:21:9;27751;48139;30394;15805
11/05/2016 09:36:9;28295;46259;30596;15677
11/05/2016 09:51:9;28841;43078;31204;15059
11/05/2016 10:6:9;27899;45549;30520;15076
11/05/2016 10:21:9;28468;44849;30950;15350
11/05/2016 10:36:9;30117;41520;31842;15630
11/05/2016 10:51:9;28742;45047;31077;15666
11/05/2016 11:6:9;29490;42574;31791;15459
11/05/2016 11:21:9;28916;43154;31306;15153
11/05/2016 11:36:9;30976;39136;32484;15473
11/05/2016 11:51:9;31281;37429;32742;15048
11/05/2016 12:6:9;29464;40973;31535;14839
11/05/2016 12:21:9;31408;37267;32691;15093
11/05/2016 12:36:9;30748;38524;32175;15025
11/05/2016 12:51:9;31306;38128;32691;15359
11/05/2016 13:6:9;29115;42195;31281;14983
11/05/2016 13:21:9;30016;40312;31868;15080
11/05/2016 13:36:9;30925;38403;32124;15133
11/05/2016 13:51:9;27554;44976;30243;14567
11/05/2016 14:6:9;29590;39684;31612;14455
11/05/2016 14:21:9;30066;39182;31714;14682
11/05/2016 14:36:9;31842;36327;32924;15078
11/05/2016 14:51:9;29815;39707;31586;14665
11/05/2016 15:6:9;28394;43163;30849;14687
11/05/2016 15:21:9;29991;40481;31816;15122
11/05/2016 15:36:9;28766;44079;31077;15350
11/05/2016 15:51:9;27308;47691;29991;15254
11/05/2016 16:6:9;28097;45406;30596;15206
11/05/2016 16:21:9;26524;49776;29615;15204
11/05/2016 16:36:9;25404;53340;28816;15249
11/05/2016 16:51:9;25210;54574;28642;15426
11/05/2016 17:6:9;24267;58680;27998;15680
11/05/2016 17:21:9;23352;61830;27653;15638
11/05/2016 17:36:9;22800;63285;27210;15480
11/05/2016 17:51:9;22465;63937;27136;15323
11/05/2016 18:6:9;22274;63552;26989;15048
11/05/2016 18:21:9;21939;68072;26671;15802
11/05/2016 18:36:9;21676;70454;26500;16089
11/05/2016 18:51:9;20746;76613;25525;16510
11/05/2016 19:6:9;20246;77808;25283;16268
11/05/2016 19:21:9;19841;78118;24944;15938
11/05/2016 19:36:9;19579;78976;24992;15854
11/05/2016 19:51:9;19389;79247;24702;15723
11/05/2016 20:6:9;19270;80202;24653;15795
11/05/2016 20:21:9;19127;81524;24944;15911
11/05/2016 20:36:9;19080;82196;25137;15994
11/05/2016 20:51:9;19056;82216;25210;15974
11/05/2016 21:6:9;18842;82897;25550;15894
11/05/2016 21:21:9;18699;83290;25623;15829
11/05/2016 21:36:9;18509;84140;26231;15801
11/05/2016 21:51:9;18295;85221;27186;15791
11/05/2016 22:6:9;18129;85864;27776;15745
11/05/2016 22:21:9;18081;86289;28097;15776
11/05/2016 22:36:9;18129;86034;27801;15776
11/05/2016 22:51:9;18271;85849;27530;15883
11/05/2016 23:6:9;18247;85357;27112;15769
11/05/2016 23:21:9;18295;85221;26940;15791
11/05/2016 23:36:9;18414;84390;26231;15754
11/05/2016 23:51:9;18438;84764;26646;15847
11/06/2016 00:6:9;18438;84666;26378;15829
11/06/2016 00:21:9;18461;84376;26256;15798
11/06/2016 00:36:9;18414;84833;26646;15836
11/06/2016 00:51:9;18343;84841;26695;15768
11/06/2016 01:6:9;18343;85306;27382;15853
11/06/2016 01:21:9;18200;85881;27899;15818
11/06/2016 01:36:9;18176;85778;27677;15776
11/06/2016 01:51:9;18200;85443;27136;15738
11/06/2016 02:6:9;18247;85454;27407;15787
11/06/2016 02:21:9;18057;85799;27751;15663
11/06/2016 02:36:9;18081;86434;28221;15802
11/06/2016 02:51:9;18081;85829;27431;15692
11/06/2016 03:6:9;17915;85693;27481;15504
11/06/2016 03:21:9;17629;86760;28568;15416
11/06/2016 03:36:9;17748;87076;28941;15590
11/06/2016 03:51:9;17748;87124;28941;15599
11/06/2016 04:6:9;17534;87645;29464;15481
11/06/2016 04:21:9;17629;87429;29065;15536
11/06/2016 04:36:9;17701;87256;28518;15575
11/06/2016 04:51:9;17534;86497;28023;15275
11/06/2016 05:6:9;17415;86421;28320;15145
11/06/2016 05:21:9;17463;86984;29414;15293
11/06/2016 05:36:9;17629;87239;29590;15502
11/06/2016 05:51:9;18295;85343;27431;15814
11/06/2016 06:6:9;18485;84947;27235;15927
11/06/2016 06:21:9;20103;78956;24653;16360
11/06/2016 06:36:9;20436;75374;24026;15954
11/06/2016 06:51:9;20841;73285;23545;15905
11/06/2016 07:6:9;21461;71530;22585;16121
11/06/2016 07:21:9;21008;72632;23737;15925
11/06/2016 07:36:9;21318;72278;23593;16147
11/06/2016 07:51:9;22393;68864;23785;16417
11/06/2016 08:6:9;23040;66397;27284;16460
11/06/2016 08:21:9;23497;63813;26353;16269
11/06/2016 08:36:9;24581;59277;28493;16133
11/06/2016 08:51:9;23930;60691;28023;15891
11/06/2016 09:6:9;25113;56402;28742;15851
11/06/2016 09:21:9;25890;55516;29190;16326
11/06/2016 09:36:9;25768;54400;29015;15895
11/06/2016 09:51:9;27333;50527;30192;16181
11/06/2016 10:6:9;28221;47967;30596;16177
11/06/2016 10:21:9;28791;47113;31153;16415
11/06/2016 10:36:9;28468;48850;31001;16690
11/06/2016 10:51:9;28245;47048;30646;15896
11/06/2016 11:6:9;28270;46256;30697;15653
11/06/2016 11:21:9;28717;45944;31052;15953
11/06/2016 11:36:9;29015;43805;31179;15477
11/06/2016 11:51:9;27825;45972;30495;15153
